business_unit,month,service,workload_count,allocated_cost_gbp,share_of_bu_pct,variance_vs_prior_month_pct
Mortgages,2026-09-01,Managed PostgreSQL,2,407.04,0.68,0.07
Mortgages,2026-09-01,Managed Redis,2,190.75,0.32,-1.47
Mortgages,2026-09-01,NetApp Storage,2,342.08,0.57,-1.92
Mortgages,2026-09-01,Oracle Database,1,1223.77,2.04,3.19
Mortgages,2026-09-01,RACF Security,1,912.09,1.52,6.07
Mortgages,2026-09-01,SMF Analytics,1,10980.38,18.31,2.56
Mortgages,2026-09-01,SQL Server,1,95.95,0.16,0.73
Mortgages,2026-09-01,Secrets Manager,1,161.48,0.27,-1.7
Mortgages,2026-09-01,Serverless Functions,2,169.41,0.28,1.82
Mortgages,2026-09-01,Sysplex Coupling,1,22694.28,37.84,1.39
Mortgages,2026-09-01,Tape Virtualisation,1,5520.96,9.21,-1.06
Mortgages,2026-09-01,Tomcat,3,1609.11,2.68,-2.31
Mortgages,2026-09-01,Veeam Backup,3,587.6,0.98,-0.27
Mortgages,2026-09-01,WebSphere Application Server,1,83.02,0.14,-2.35
Mortgages,2026-09-01,Windows Server,1,56.14,0.09,-2.94
Payments,2025-10-01,API Gateway,1,201.1,0.74,
Payments,2025-10-01,Active Directory,1,305.35,1.12,
Payments,2025-10-01,Block Storage,1,41.75,0.15,
Payments,2025-10-01,CICS Transaction Server,1,1737.37,6.37,
Payments,2025-10-01,Compute Instances,1,298.19,1.09,
Payments,2025-10-01,Data Warehouse,2,444.36,1.63,
Payments,2025-10-01,Db2 for z/OS,1,1143.38,4.19,
Payments,2025-10-01,JCL Scheduler,1,5980.09,21.91,
Payments,2025-10-01,Kubernetes Service,2,150.55,0.55,
Payments,2025-10-01,Log Analytics,1,283.25,1.04,
Payments,2025-10-01,MQ for z/OS,3,5211.26,19.09,
Payments,2025-10-01,Machine Learning Platform,3,493.24,1.81,
Payments,2025-10-01,Managed PostgreSQL,2,170.9,0.63,
Payments,2025-10-01,Message Queue,1,274.35,1.01,
Payments,2025-10-01,Nagios Monitoring,2,514.68,1.89,
Payments,2025-10-01,NetApp Storage,1,183.15,0.67,
Payments,2025-10-01,Object Storage,1,175.49,0.64,
Payments,2025-10-01,Oracle Database,1,139.32,0.51,
Payments,2025-10-01,Red Hat Enterprise Linux,1,279.12,1.02,
Payments,2025-10-01,SMF Analytics,1,3471.73,12.72,
Payments,2025-10-01,SQL Server,2,449.29,1.65,
Payments,2025-10-01,Serverless Functions,4,910.97,3.34,
Payments,2025-10-01,Streaming Ingest,2,647.59,2.37,
Payments,2025-10-01,Sysplex Coupling,1,547.54,2.01,
Payments,2025-10-01,VMware vSphere,4,482.11,1.77,
Payments,2025-10-01,WebSphere Application Server,2,399.82,1.46,
Payments,2025-10-01,Windows Server,3,1721.05,6.31,
Payments,2025-10-01,z/OS Connect,1,638.0,2.34,
Payments,2025-11-01,API Gateway,1,190.25,0.76,-5.4
Payments,2025-11-01,Active Directory,1,299.08,1.19,-2.05
Payments,2025-11-01,Block Storage,1,40.75,0.16,-2.4
Payments,2025-11-01,CICS Transaction Server,1,1629.81,6.47,-6.19
Payments,2025-11-01,Compute Instances,1,286.6,1.14,-3.89
Payments,2025-11-01,Data Warehouse,2,423.33,1.68,-4.73
Payments,2025-11-01,Db2 for z/OS,1,1071.45,4.25,-6.29
Payments,2025-11-01,JCL Scheduler,1,5413.42,21.49,-9.48
Payments,2025-11-01,Kubernetes Service,2,142.0,0.56,-5.68
Payments,2025-11-01,Log Analytics,1,262.55,1.04,-7.31
Payments,2025-11-01,MQ for z/OS,3,4876.11,19.35,-6.43
Payments,2025-11-01,Machine Learning Platform,3,458.3,1.82,-7.08
Payments,2025-11-01,Managed PostgreSQL,2,161.64,0.64,-5.42
Payments,2025-11-01,Message Queue,1,272.06,1.08,-0.83
Payments,2025-11-01,Nagios Monitoring,2,468.36,1.86,-9.0
Payments,2025-11-01,NetApp Storage,1,177.99,0.71,-2.82
Payments,2025-11-01,Object Storage,1,158.66,0.63,-9.59
Payments,2025-11-01,Oracle Database,1,137.88,0.55,-1.03
Payments,2025-11-01,Red Hat Enterprise Linux,1,263.58,1.05,-5.57
Payments,2025-11-01,SMF Analytics,1,3046.53,12.09,-12.25
Payments,2025-11-01,SQL Server,2,418.48,1.66,-6.86
Payments,2025-11-01,Serverless Functions,4,837.85,3.33,-8.03
Payments,2025-11-01,Streaming Ingest,2,596.68,2.37,-7.86
Payments,2025-11-01,Sysplex Coupling,1,513.01,2.04,-6.31
Payments,2025-11-01,VMware vSphere,4,439.28,1.74,-8.88
Payments,2025-11-01,WebSphere Application Server,2,368.04,1.46,-7.95
Payments,2025-11-01,Windows Server,3,1644.56,6.53,-4.44
Payments,2025-11-01,z/OS Connect,1,597.38,2.37,-6.37
Payments,2025-12-01,API Gateway,1,190.9,0.67,0.34
Payments,2025-12-01,Active Directory,1,315.54,1.11,5.5
Payments,2025-12-01,Block Storage,1,43.46,0.15,6.65
Payments,2025-12-01,CICS Transaction Server,1,1829.45,6.45,12.25
Payments,2025-12-01,Compute Instances,1,314.15,1.11,9.61
Payments,2025-12-01,Data Warehouse,2,455.41,1.61,7.58
Payments,2025-12-01,Db2 for z/OS,1,1209.9,4.26,12.92
Payments,2025-12-01,JCL Scheduler,1,6206.67,21.88,14.65
Payments,2025-12-01,Kubernetes Service,2,155.3,0.55,9.37
Payments,2025-12-01,Log Analytics,1,273.16,0.96,4.04
Payments,2025-12-01,MQ for z/OS,3,5675.41,20.0,16.39
Payments,2025-12-01,Machine Learning Platform,3,490.07,1.73,6.93
Payments,2025-12-01,Managed PostgreSQL,2,173.45,0.61,7.31
Payments,2025-12-01,Message Queue,1,276.74,0.98,1.72
Payments,2025-12-01,Nagios Monitoring,2,537.6,1.89,14.78
Payments,2025-12-01,NetApp Storage,1,184.02,0.65,3.39
Payments,2025-12-01,Object Storage,1,166.11,0.59,4.7
Payments,2025-12-01,Oracle Database,1,141.14,0.5,2.36
Payments,2025-12-01,Red Hat Enterprise Linux,1,284.51,1.0,7.94
Payments,2025-12-01,SMF Analytics,1,3678.32,12.97,20.74
Payments,2025-12-01,SQL Server,2,440.45,1.55,5.25
Payments,2025-12-01,Serverless Functions,4,890.81,3.14,6.32
Payments,2025-12-01,Streaming Ingest,2,635.05,2.24,6.43
Payments,2025-12-01,Sysplex Coupling,1,573.23,2.02,11.74
Payments,2025-12-01,VMware vSphere,4,477.54,1.68,8.71
Payments,2025-12-01,WebSphere Application Server,2,393.87,1.39,7.02
Payments,2025-12-01,Windows Server,3,1687.79,5.95,2.63
Payments,2025-12-01,z/OS Connect,1,670.13,2.36,12.18
Payments,2026-01-01,API Gateway,1,199.55,0.75,4.53
Payments,2026-01-01,Active Directory,1,313.94,1.18,-0.51
Payments,2026-01-01,Block Storage,1,43.49,0.16,0.07
Payments,2026-01-01,CICS Transaction Server,1,1706.29,6.44,-6.73
Payments,2026-01-01,Compute Instances,1,283.25,1.07,-9.84
Payments,2026-01-01,Data Warehouse,2,447.14,1.69,-1.82
Payments,2026-01-01,Db2 for z/OS,1,1131.07,4.27,-6.52
Payments,2026-01-01,JCL Scheduler,1,5572.69,21.02,-10.21
Payments,2026-01-01,Kubernetes Service,2,150.16,0.57,-3.31
Payments,2026-01-01,Log Analytics,1,282.43,1.07,3.39
Payments,2026-01-01,MQ for z/OS,3,5186.38,19.56,-8.62
Payments,2026-01-01,Machine Learning Platform,3,488.7,1.84,-0.28
Payments,2026-01-01,Managed PostgreSQL,2,169.38,0.64,-2.35
Payments,2026-01-01,Message Queue,1,271.77,1.03,-1.8
Payments,2026-01-01,Nagios Monitoring,2,511.17,1.93,-4.92
Payments,2026-01-01,NetApp Storage,1,182.91,0.69,-0.6
Payments,2026-01-01,Object Storage,1,172.07,0.65,3.59
Payments,2026-01-01,Oracle Database,1,142.26,0.54,0.79
Payments,2026-01-01,Red Hat Enterprise Linux,1,280.74,1.06,-1.33
Payments,2026-01-01,SMF Analytics,1,3258.5,12.29,-11.41
Payments,2026-01-01,SQL Server,2,427.5,1.61,-2.94
Payments,2026-01-01,Serverless Functions,4,885.72,3.34,-0.57
Payments,2026-01-01,Streaming Ingest,2,640.86,2.42,0.91
Payments,2026-01-01,Sysplex Coupling,1,529.4,2.0,-7.65
Payments,2026-01-01,VMware vSphere,4,479.03,1.81,0.31
Payments,2026-01-01,WebSphere Application Server,2,385.41,1.45,-2.15
Payments,2026-01-01,Windows Server,3,1723.86,6.5,2.14
Payments,2026-01-01,z/OS Connect,1,645.09,2.43,-3.74
Payments,2026-02-01,API Gateway,1,181.26,0.76,-9.17
Payments,2026-02-01,Active Directory,1,280.34,1.17,-10.7
Payments,2026-02-01,Block Storage,1,37.44,0.16,-13.91
Payments,2026-02-01,CICS Transaction Server,1,1448.68,6.07,-15.1
Payments,2026-02-01,Compute Instances,1,270.1,1.13,-4.64
Payments,2026-02-01,Data Warehouse,2,403.7,1.69,-9.72
Payments,2026-02-01,Db2 for z/OS,1,1046.11,4.38,-7.51
Payments,2026-02-01,JCL Scheduler,1,4898.73,20.51,-12.09
Payments,2026-02-01,Kubernetes Service,2,135.32,0.57,-9.88
Payments,2026-02-01,Log Analytics,1,245.79,1.03,-12.97
Payments,2026-02-01,MQ for z/OS,3,4719.28,19.76,-9.01
Payments,2026-02-01,Machine Learning Platform,3,435.57,1.82,-10.87
Payments,2026-02-01,Managed PostgreSQL,2,153.13,0.64,-9.59
Payments,2026-02-01,Message Queue,1,257.81,1.08,-5.14
Payments,2026-02-01,Nagios Monitoring,2,463.17,1.94,-9.39
Payments,2026-02-01,NetApp Storage,1,169.42,0.71,-7.38
Payments,2026-02-01,Object Storage,1,153.63,0.64,-10.72
Payments,2026-02-01,Oracle Database,1,130.5,0.55,-8.27
Payments,2026-02-01,Red Hat Enterprise Linux,1,257.4,1.08,-8.31
Payments,2026-02-01,SMF Analytics,1,2970.14,12.44,-8.85
Payments,2026-02-01,SQL Server,2,406.12,1.7,-5.0
Payments,2026-02-01,Serverless Functions,4,797.49,3.34,-9.96
Payments,2026-02-01,Streaming Ingest,2,589.99,2.47,-7.94
Payments,2026-02-01,Sysplex Coupling,1,489.99,2.05,-7.44
Payments,2026-02-01,VMware vSphere,4,425.34,1.78,-11.21
Payments,2026-02-01,WebSphere Application Server,2,355.33,1.49,-7.8
Payments,2026-02-01,Windows Server,3,1568.19,6.57,-9.03
Payments,2026-02-01,z/OS Connect,1,591.43,2.48,-8.32
Payments,2026-03-01,API Gateway,1,189.86,0.69,4.74
Payments,2026-03-01,Active Directory,1,302.65,1.1,7.96
Payments,2026-03-01,Block Storage,1,41.11,0.15,9.8
Payments,2026-03-01,CICS Transaction Server,1,1772.84,6.45,22.38
Payments,2026-03-01,Compute Instances,1,290.07,1.06,7.39
Payments,2026-03-01,Data Warehouse,2,439.37,1.6,8.84
Payments,2026-03-01,Db2 for z/OS,1,1209.01,4.4,15.57
Payments,2026-03-01,JCL Scheduler,1,5855.5,21.32,19.53
Payments,2026-03-01,Kubernetes Service,2,148.18,0.54,9.5
Payments,2026-03-01,Log Analytics,1,281.98,1.03,14.72
Payments,2026-03-01,MQ for z/OS,3,5441.09,19.81,15.29
Payments,2026-03-01,Machine Learning Platform,3,494.22,1.8,13.47
Payments,2026-03-01,Managed PostgreSQL,2,166.88,0.61,8.98
Payments,2026-03-01,Message Queue,1,270.21,0.98,4.81
Payments,2026-03-01,Nagios Monitoring,2,510.0,1.86,10.11
Payments,2026-03-01,NetApp Storage,1,180.66,0.66,6.63
Payments,2026-03-01,Object Storage,1,169.2,0.62,10.13
Payments,2026-03-01,Oracle Database,1,140.14,0.51,7.39
Payments,2026-03-01,Red Hat Enterprise Linux,1,270.78,0.99,5.2
Payments,2026-03-01,SMF Analytics,1,3407.95,12.41,14.74
Payments,2026-03-01,SQL Server,2,450.55,1.64,10.94
Payments,2026-03-01,Serverless Functions,4,883.19,3.22,10.75
Payments,2026-03-01,Streaming Ingest,2,635.83,2.32,7.77
Payments,2026-03-01,Sysplex Coupling,1,560.68,2.04,14.43
Payments,2026-03-01,VMware vSphere,4,474.5,1.73,11.56
Payments,2026-03-01,WebSphere Application Server,2,392.22,1.43,10.38
Payments,2026-03-01,Windows Server,3,1798.93,6.55,14.71
Payments,2026-03-01,z/OS Connect,1,687.67,2.5,16.27
Payments,2026-04-01,API Gateway,1,196.84,0.75,3.68
Payments,2026-04-01,Active Directory,1,308.77,1.17,2.02
Payments,2026-04-01,Block Storage,1,40.9,0.16,-0.51
Payments,2026-04-01,CICS Transaction Server,1,1626.11,6.18,-8.28
Payments,2026-04-01,Compute Instances,1,290.83,1.11,0.26
Payments,2026-04-01,Data Warehouse,2,435.07,1.65,-0.98
Payments,2026-04-01,Db2 for z/OS,1,1092.15,4.15,-9.67
Payments,2026-04-01,JCL Scheduler,1,5683.53,21.62,-2.94
Payments,2026-04-01,Kubernetes Service,2,148.12,0.56,-0.04
Payments,2026-04-01,Log Analytics,1,262.88,1.0,-6.77
Payments,2026-04-01,MQ for z/OS,3,5118.38,19.47,-5.93
Payments,2026-04-01,Machine Learning Platform,3,478.65,1.82,-3.15
Payments,2026-04-01,Managed PostgreSQL,2,168.6,0.64,1.03
Payments,2026-04-01,Message Queue,1,267.42,1.02,-1.03
Payments,2026-04-01,Nagios Monitoring,2,502.25,1.91,-1.52
Payments,2026-04-01,NetApp Storage,1,177.97,0.68,-1.49
Payments,2026-04-01,Object Storage,1,165.56,0.63,-2.15
Payments,2026-04-01,Oracle Database,1,139.45,0.53,-0.49
Payments,2026-04-01,Red Hat Enterprise Linux,1,271.37,1.03,0.22
Payments,2026-04-01,SMF Analytics,1,3294.76,12.53,-3.32
Payments,2026-04-01,SQL Server,2,431.75,1.64,-4.17
Payments,2026-04-01,Serverless Functions,4,840.49,3.2,-4.83
Payments,2026-04-01,Streaming Ingest,2,599.38,2.28,-5.73
Payments,2026-04-01,Sysplex Coupling,1,522.61,1.99,-6.79
Payments,2026-04-01,VMware vSphere,4,452.94,1.72,-4.54
Payments,2026-04-01,WebSphere Application Server,2,374.5,1.42,-4.52
Payments,2026-04-01,Windows Server,3,1759.1,6.69,-2.21
Payments,2026-04-01,z/OS Connect,1,642.01,2.44,-6.64
Payments,2026-05-01,API Gateway,1,190.74,0.73,-3.1
Payments,2026-05-01,Active Directory,1,299.6,1.14,-2.97
Payments,2026-05-01,Block Storage,1,40.6,0.15,-0.73
Payments,2026-05-01,CICS Transaction Server,1,1708.47,6.51,5.06
Payments,2026-05-01,Compute Instances,1,290.26,1.11,-0.2
Payments,2026-05-01,Data Warehouse,2,429.68,1.64,-1.24
Payments,2026-05-01,Db2 for z/OS,1,1107.05,4.22,1.36
Payments,2026-05-01,JCL Scheduler,1,5450.75,20.76,-4.1
Payments,2026-05-01,Kubernetes Service,2,149.02,0.57,0.61
Payments,2026-05-01,Log Analytics,1,278.97,1.06,6.12
Payments,2026-05-01,MQ for z/OS,3,5190.47,19.77,1.41
Payments,2026-05-01,Machine Learning Platform,3,478.61,1.82,-0.01
Payments,2026-05-01,Managed PostgreSQL,2,163.04,0.62,-3.3
Payments,2026-05-01,Message Queue,1,273.31,1.04,2.2
Payments,2026-05-01,Nagios Monitoring,2,501.36,1.91,-0.18
Payments,2026-05-01,NetApp Storage,1,182.79,0.7,2.71
Payments,2026-05-01,Object Storage,1,162.31,0.62,-1.96
Payments,2026-05-01,Oracle Database,1,138.91,0.53,-0.39
Payments,2026-05-01,Red Hat Enterprise Linux,1,266.49,1.01,-1.8
Payments,2026-05-01,SMF Analytics,1,3328.19,12.68,1.01
Payments,2026-05-01,SQL Server,2,426.98,1.63,-1.1
Payments,2026-05-01,Serverless Functions,4,863.49,3.29,2.74
Payments,2026-05-01,Streaming Ingest,2,624.46,2.38,4.18
Payments,2026-05-01,Sysplex Coupling,1,540.82,2.06,3.48
Payments,2026-05-01,VMware vSphere,4,464.62,1.77,2.58
Payments,2026-05-01,WebSphere Application Server,2,383.73,1.46,2.46
Payments,2026-05-01,Windows Server,3,1693.95,6.45,-3.7
Payments,2026-05-01,z/OS Connect,1,627.62,2.39,-2.24
Payments,2026-06-01,API Gateway,1,185.91,0.68,-2.53
Payments,2026-06-01,Active Directory,1,298.54,1.09,-0.35
Payments,2026-06-01,Block Storage,1,40.25,0.15,-0.86
Payments,2026-06-01,CICS Transaction Server,1,1779.31,6.52,4.15
Payments,2026-06-01,Compute Instances,1,275.02,1.01,-5.25
Payments,2026-06-01,Data Warehouse,2,433.58,1.59,0.91
Payments,2026-06-01,Db2 for z/OS,1,1226.08,4.49,10.75
Payments,2026-06-01,JCL Scheduler,1,5899.9,21.61,8.24
Payments,2026-06-01,Kubernetes Service,2,150.75,0.55,1.16
Payments,2026-06-01,Log Analytics,1,271.88,1.0,-2.54
Payments,2026-06-01,MQ for z/OS,3,5481.48,20.07,5.61
Payments,2026-06-01,Machine Learning Platform,3,487.08,1.78,1.77
Payments,2026-06-01,Managed PostgreSQL,2,162.6,0.6,-0.27
Payments,2026-06-01,Message Queue,1,269.46,0.99,-1.41
Payments,2026-06-01,Nagios Monitoring,2,509.23,1.86,1.57
Payments,2026-06-01,NetApp Storage,1,183.39,0.67,0.33
Payments,2026-06-01,Object Storage,1,166.26,0.61,2.43
Payments,2026-06-01,Oracle Database,1,139.86,0.51,0.68
Payments,2026-06-01,Red Hat Enterprise Linux,1,269.1,0.99,0.98
Payments,2026-06-01,SMF Analytics,1,3404.23,12.47,2.28
Payments,2026-06-01,SQL Server,2,427.85,1.57,0.2
Payments,2026-06-01,Serverless Functions,4,859.27,3.15,-0.49
Payments,2026-06-01,Streaming Ingest,2,609.29,2.23,-2.43
Payments,2026-06-01,Sysplex Coupling,1,561.45,2.06,3.81
Payments,2026-06-01,VMware vSphere,4,462.56,1.69,-0.44
Payments,2026-06-01,WebSphere Application Server,2,391.96,1.44,2.14
Payments,2026-06-01,Windows Server,3,1710.98,6.27,1.01
Payments,2026-06-01,z/OS Connect,1,650.02,2.38,3.57
Payments,2026-07-01,API Gateway,1,204.91,0.76,10.22
Payments,2026-07-01,Active Directory,1,308.28,1.14,3.26
Payments,2026-07-01,Block Storage,1,43.49,0.16,8.05
Payments,2026-07-01,CICS Transaction Server,1,1709.89,6.33,-3.9
Payments,2026-07-01,Compute Instances,1,315.33,1.17,14.66
Payments,2026-07-01,Data Warehouse,2,460.12,1.7,6.12
Payments,2026-07-01,Db2 for z/OS,1,1110.27,4.11,-9.45
Payments,2026-07-01,JCL Scheduler,1,5909.81,21.88,0.17
Payments,2026-07-01,Kubernetes Service,2,153.28,0.57,1.68
Payments,2026-07-01,Log Analytics,1,278.38,1.03,2.39
Payments,2026-07-01,MQ for z/OS,3,5199.37,19.25,-5.15
Payments,2026-07-01,Machine Learning Platform,3,489.83,1.81,0.56
Payments,2026-07-01,Managed PostgreSQL,2,168.05,0.62,3.35
Payments,2026-07-01,Message Queue,1,287.22,1.06,6.59
Payments,2026-07-01,Nagios Monitoring,2,527.99,1.95,3.68
Payments,2026-07-01,NetApp Storage,1,179.29,0.66,-2.24
Payments,2026-07-01,Object Storage,1,172.73,0.64,3.89
Payments,2026-07-01,Oracle Database,1,142.05,0.53,1.57
Payments,2026-07-01,Red Hat Enterprise Linux,1,276.65,1.02,2.81
Payments,2026-07-01,SMF Analytics,1,3303.09,12.23,-2.97
Payments,2026-07-01,SQL Server,2,452.99,1.68,5.88
Payments,2026-07-01,Serverless Functions,4,884.98,3.28,2.99
Payments,2026-07-01,Streaming Ingest,2,627.68,2.32,3.02
Payments,2026-07-01,Sysplex Coupling,1,543.97,2.01,-3.11
Payments,2026-07-01,VMware vSphere,4,480.56,1.78,3.89
Payments,2026-07-01,WebSphere Application Server,2,387.5,1.43,-1.14
Payments,2026-07-01,Windows Server,3,1733.37,6.42,1.31
Payments,2026-07-01,z/OS Connect,1,660.48,2.45,1.61
Payments,2026-08-01,API Gateway,1,198.48,0.75,-3.14
Payments,2026-08-01,Active Directory,1,303.53,1.15,-1.54
Payments,2026-08-01,Block Storage,1,42.32,0.16,-2.69
Payments,2026-08-01,CICS Transaction Server,1,1668.56,6.33,-2.42
Payments,2026-08-01,Compute Instances,1,283.92,1.08,-9.96
Payments,2026-08-01,Data Warehouse,2,451.24,1.71,-1.93
Payments,2026-08-01,Db2 for z/OS,1,1133.05,4.3,2.05
Payments,2026-08-01,JCL Scheduler,1,5664.17,21.48,-4.16
Payments,2026-08-01,Kubernetes Service,2,147.99,0.56,-3.45
Payments,2026-08-01,Log Analytics,1,265.21,1.01,-4.73
Payments,2026-08-01,MQ for z/OS,3,5212.28,19.77,0.25
Payments,2026-08-01,Machine Learning Platform,3,478.01,1.81,-2.41
Payments,2026-08-01,Managed PostgreSQL,2,166.39,0.63,-0.99
Payments,2026-08-01,Message Queue,1,263.52,1.0,-8.25
Payments,2026-08-01,Nagios Monitoring,2,525.93,1.99,-0.39
Payments,2026-08-01,NetApp Storage,1,177.98,0.67,-0.73
Payments,2026-08-01,Object Storage,1,164.4,0.62,-4.82
Payments,2026-08-01,Oracle Database,1,137.42,0.52,-3.26
Payments,2026-08-01,Red Hat Enterprise Linux,1,266.71,1.01,-3.59
Payments,2026-08-01,SMF Analytics,1,3192.42,12.11,-3.35
Payments,2026-08-01,SQL Server,2,437.35,1.66,-3.45
Payments,2026-08-01,Serverless Functions,4,855.01,3.24,-3.39
Payments,2026-08-01,Streaming Ingest,2,605.55,2.3,-3.53
Payments,2026-08-01,Sysplex Coupling,1,533.09,2.02,-2.0
Payments,2026-08-01,VMware vSphere,4,462.69,1.75,-3.72
Payments,2026-08-01,WebSphere Application Server,2,384.25,1.46,-0.84
Payments,2026-08-01,Windows Server,3,1707.63,6.48,-1.48
Payments,2026-08-01,z/OS Connect,1,638.67,2.42,-3.3
Payments,2026-09-01,API Gateway,1,182.66,0.67,-7.97
Payments,2026-09-01,Active Directory,1,299.79,1.1,-1.23
Payments,2026-09-01,Block Storage,1,41.41,0.15,-2.15
Payments,2026-09-01,CICS Transaction Server,1,1779.47,6.5,6.65
Payments,2026-09-01,Compute Instances,1,298.04,1.09,4.97
Payments,2026-09-01,Data Warehouse,2,441.47,1.61,-2.17
Payments,2026-09-01,Db2 for z/OS,1,1193.74,4.36,5.36
Payments,2026-09-01,JCL Scheduler,1,6055.78,22.12,6.91
Payments,2026-09-01,Kubernetes Service,2,145.95,0.53,-1.38
Payments,2026-09-01,Log Analytics,1,270.84,0.99,2.12
Payments,2026-09-01,MQ for z/OS,3,5401.6,19.73,3.63
Payments,2026-09-01,Machine Learning Platform,3,476.35,1.74,-0.35
Payments,2026-09-01,Managed PostgreSQL,2,162.49,0.59,-2.34
Payments,2026-09-01,Message Queue,1,269.38,0.98,2.22
Payments,2026-09-01,Nagios Monitoring,2,489.81,1.79,-6.87
Payments,2026-09-01,NetApp Storage,1,182.28,0.67,2.42
Payments,2026-09-01,Object Storage,1,161.73,0.59,-1.62
Payments,2026-09-01,Oracle Database,1,134.49,0.49,-2.13
Payments,2026-09-01,Red Hat Enterprise Linux,1,275.67,1.01,3.36
Payments,2026-09-01,SMF Analytics,1,3484.23,12.73,9.14
Payments,2026-09-01,SQL Server,2,446.58,1.63,2.11
Payments,2026-09-01,Serverless Functions,4,850.95,3.11,-0.47
Payments,2026-09-01,Streaming Ingest,2,612.69,2.24,1.18
Payments,2026-09-01,Sysplex Coupling,1,549.55,2.01,3.09
Payments,2026-09-01,VMware vSphere,4,463.02,1.69,0.07
Payments,2026-09-01,WebSphere Application Server,2,378.03,1.38,-1.62
Payments,2026-09-01,Windows Server,3,1678.66,6.13,-1.7
Payments,2026-09-01,z/OS Connect,1,650.32,2.38,1.82
Procurement,2025-10-01,API Gateway,1,52.17,0.17,
Procurement,2025-10-01,Active Directory,2,739.36,2.37,
Procurement,2025-10-01,CICS Transaction Server,1,3657.98,11.72,
Procurement,2025-10-01,Compute Instances,2,193.21,0.62,
Procurement,2025-10-01,Container Registry,1,53.25,0.17,
Procurement,2025-10-01,Content Delivery,1,122.91,0.39,
Procurement,2025-10-01,Data Warehouse,1,113.88,0.36,
Procurement,2025-10-01,IMS Transaction Manager,3,5787.59,18.54,
Procurement,2025-10-01,JCL Scheduler,2,5390.55,17.27,
Procurement,2025-10-01,Kubernetes Service,1,66.17,0.21,
Procurement,2025-10-01,Log Analytics,1,82.23,0.26,
Procurement,2025-10-01,Machine Learning Platform,1,134.69,0.43,
Procurement,2025-10-01,Managed PostgreSQL,1,40.46,0.13,
Procurement,2025-10-01,Message Queue,2,381.87,1.22,
Procurement,2025-10-01,Object Storage,2,275.81,0.88,
Procurement,2025-10-01,Oracle Database,1,162.71,0.52,
Procurement,2025-10-01,Red Hat Enterprise Linux,1,201.88,0.65,
Procurement,2025-10-01,SQL Server,1,522.29,1.67,
Procurement,2025-10-01,Streaming Ingest,1,126.38,0.4,
Procurement,2025-10-01,Sysplex Coupling,1,7664.52,24.55,
Procurement,2025-10-01,Tape Virtualisation,3,3449.25,11.05,
Procurement,2025-10-01,VSAM Storage,1,1994.65,6.39,
Procurement,2025-11-01,API Gateway,1,47.97,0.17,-8.05
Procurement,2025-11-01,Active Directory,2,682.86,2.38,-7.64
Procurement,2025-11-01,CICS Transaction Server,1,3172.61,11.05,-13.27
Procurement,2025-11-01,Compute Instances,2,179.78,0.63,-6.95
Procurement,2025-11-01,Container Registry,1,49.74,0.17,-6.59
Procurement,2025-11-01,Content Delivery,1,116.04,0.4,-5.59
Procurement,2025-11-01,Data Warehouse,1,109.78,0.38,-3.6
Procurement,2025-11-01,IMS Transaction Manager,3,5349.41,18.63,-7.57
Procurement,2025-11-01,JCL Scheduler,2,5066.8,17.64,-6.01
Procurement,2025-11-01,Kubernetes Service,1,62.26,0.22,-5.91
Procurement,2025-11-01,Log Analytics,1,75.94,0.26,-7.65
Procurement,2025-11-01,Machine Learning Platform,1,126.83,0.44,-5.84
Procurement,2025-11-01,Managed PostgreSQL,1,39.03,0.14,-3.53
Procurement,2025-11-01,Message Queue,2,364.65,1.27,-4.51
Procurement,2025-11-01,Object Storage,2,257.18,0.9,-6.75
Procurement,2025-11-01,Oracle Database,1,149.31,0.52,-8.24
Procurement,2025-11-01,Red Hat Enterprise Linux,1,180.64,0.63,-10.52
Procurement,2025-11-01,SQL Server,1,486.89,1.7,-6.78
Procurement,2025-11-01,Streaming Ingest,1,121.32,0.42,-4.0
Procurement,2025-11-01,Sysplex Coupling,1,7203.08,25.08,-6.02
Procurement,2025-11-01,Tape Virtualisation,3,3046.83,10.61,-11.67
Procurement,2025-11-01,VSAM Storage,1,1831.61,6.38,-8.17
Procurement,2025-12-01,API Gateway,1,52.06,0.16,8.53
Procurement,2025-12-01,Active Directory,2,762.1,2.37,11.6
Procurement,2025-12-01,CICS Transaction Server,1,3672.28,11.4,15.75
Procurement,2025-12-01,Compute Instances,2,192.81,0.6,7.25
Procurement,2025-12-01,Container Registry,1,53.0,0.16,6.55
Procurement,2025-12-01,Content Delivery,1,118.37,0.37,2.01
Procurement,2025-12-01,Data Warehouse,1,112.37,0.35,2.36
Procurement,2025-12-01,IMS Transaction Manager,3,6068.04,18.84,13.43
Procurement,2025-12-01,JCL Scheduler,2,5711.49,17.73,12.72
Procurement,2025-12-01,Kubernetes Service,1,67.35,0.21,8.18
Procurement,2025-12-01,Log Analytics,1,79.82,0.25,5.11
Procurement,2025-12-01,Machine Learning Platform,1,136.81,0.42,7.87
Procurement,2025-12-01,Managed PostgreSQL,1,42.54,0.13,8.99
Procurement,2025-12-01,Message Queue,2,395.0,1.23,8.32
Procurement,2025-12-01,Object Storage,2,274.01,0.85,6.54
Procurement,2025-12-01,Oracle Database,1,164.36,0.51,10.08
Procurement,2025-12-01,Red Hat Enterprise Linux,1,202.04,0.63,11.85
