declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-003378,M-01111,Cambridgeshire County Council,Cambridgeshire County Council,St Neots Eynesbury,Councillor,Planning,"Employment, office, trade or profession",Employment declared in the register,False,2025-06-17,2026-06-18
D-003379,M-01112,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2024-07-12,2025-02-11
D-003380,M-01112,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Environment,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-07-18,2024-01-27
D-003381,M-01112,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2025-04-08,2025-08-01
D-003382,M-01113,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,Licensing,"Employment, office, trade or profession",Employment declared in the register,False,2025-01-23,2025-02-13
D-003383,M-01113,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,(none),Sensitive interest (withheld under s.32),,True,2024-05-20,2024-08-28
D-003384,M-01113,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2025-03-29,2025-10-29
D-003385,M-01113,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,Overview and Scrutiny,Membership of a political party,Membership of a political party declared in the register,False,2025-05-17,2026-01-24
D-003386,M-01114,Huntingdonshire District Council,Huntingdonshire District Council,St Neots Eynesbury,Committee Member,Employment,Membership of a political party,Membership of a political party declared in the register,False,2024-04-29,2025-03-06
D-003387,M-01114,Huntingdonshire District Council,Huntingdonshire District Council,St Neots Eynesbury,Committee Member,Licensing,Directorship,Directorship declared in the register,False,2024-04-05,2024-10-15
D-003388,M-01114,Huntingdonshire District Council,Huntingdonshire District Council,St Neots Eynesbury,Committee Member,Overview and Scrutiny,Sponsorship,Sponsorship declared in the register,False,2025-06-06,2026-06-07
D-003389,M-01114,Huntingdonshire District Council,Huntingdonshire District Council,St Neots Eynesbury,Committee Member,Environment,Land and property in the area,Land and property in the area declared in the register,False,2023-09-23,2024-06-02
D-003390,M-01114,Huntingdonshire District Council,Huntingdonshire District Council,St Neots Eynesbury,Committee Member,Licensing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-08-18,2025-05-04
D-003391,M-01115,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Audit and Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-06-18,2024-06-22
D-003392,M-01115,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2025-04-25,2025-07-26
D-003393,M-01115,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Health and Wellbeing,Trade union membership,Trade union membership declared in the register,False,2023-09-06,2024-02-25
D-003394,M-01115,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-03-23,2024-10-28
D-003395,M-01115,South Cambridgeshire District Council,South Cambridgeshire District Council,Fenstanton,Councillor,Employment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-06-28,2024-07-12
D-003396,M-01116,Cambridgeshire County Council,Cambridgeshire County Council,St Neots East,Vice-Chair,Corporate Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-06-05,2025-08-12
D-003397,M-01116,Cambridgeshire County Council,Cambridgeshire County Council,St Neots East,Vice-Chair,Audit and Governance,Sponsorship,Sponsorship declared in the register,False,2024-08-10,2024-11-18
D-003398,M-01116,Cambridgeshire County Council,Cambridgeshire County Council,St Neots East,Vice-Chair,Planning,Securities,Securities declared in the register,False,2023-07-29,2023-12-20
D-003399,M-01117,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2024-09-15,2024-11-30
D-003400,M-01117,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Audit and Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-01-06,2024-11-26
D-003401,M-01117,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,(none),"Employment, office, trade or profession",Employment declared in the register,False,2024-04-03,2024-11-06
D-003402,M-01118,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Standards,Securities,Securities declared in the register,False,2024-03-05,2024-03-23
D-003403,M-01118,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,(none),Securities,Securities declared in the register,False,2024-09-10,2025-02-14
D-003404,M-01118,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Environment,"Employment, office, trade or profession",Employment declared in the register,False,2024-04-03,2025-03-26
D-003405,M-01119,Ramsey Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Employment,Corporate tenancies,Corporate tenancies declared in the register,False,2023-09-06,2023-11-16
D-003406,M-01120,Huntingdonshire District Council,Huntingdonshire District Council,Hemingfords,Councillor,Environment,Trade union membership,Trade union membership declared in the register,False,2024-09-13,2025-08-10
D-003407,M-01120,Huntingdonshire District Council,Huntingdonshire District Council,Hemingfords,Councillor,Corporate Governance,Directorship,Directorship declared in the register,False,2024-11-07,2025-02-19
D-003408,M-01120,Huntingdonshire District Council,Huntingdonshire District Council,Hemingfords,Councillor,Standards,Corporate tenancies,Corporate tenancies declared in the register,False,2024-06-15,2024-11-27
D-003409,M-01121,Huntingdon Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Environment,Directorship,Directorship declared in the register,False,2024-02-04,2025-02-21
D-003410,M-01121,Huntingdon Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Employment,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-12-19,2025-10-12
D-003411,M-01121,Huntingdon Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2024-01-13,2024-05-29
D-003412,M-01122,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Standards,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-10-25,2024-11-14
D-003413,M-01122,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Overview and Scrutiny,Sensitive interest (withheld under s.32),,True,2023-09-10,2023-11-26
D-003414,M-01123,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon North,Committee Member,Overview and Scrutiny,Trade union membership,Trade union membership declared in the register,False,2023-09-29,2023-11-05
D-003415,M-01124,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Overview and Scrutiny,Securities,Securities declared in the register,False,2023-05-15,2023-07-16
D-003416,M-01124,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Environment,Trade union membership,Trade union membership declared in the register,False,2024-12-22,2026-01-22
D-003417,M-01124,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Licensing,"Employment, office, trade or profession",Employment declared in the register,False,2024-07-05,2024-10-19
D-003418,M-01124,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Finance,Trade union membership,Trade union membership declared in the register,False,2024-06-06,2024-07-05
D-003419,M-01124,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Councillor,Health and Wellbeing,Trade union membership,Trade union membership declared in the register,False,2025-03-05,2025-10-30
D-003420,M-01125,Ramsey Town Council,Huntingdonshire District Council,St Ives South,Councillor,Finance,Licences to occupy land,Licences to occupy land declared in the register,False,2024-10-26,2025-06-27
D-003421,M-01125,Ramsey Town Council,Huntingdonshire District Council,St Ives South,Councillor,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-08-21,2026-05-18
D-003422,M-01125,Ramsey Town Council,Huntingdonshire District Council,St Ives South,Councillor,Employment,Trade union membership,Trade union membership declared in the register,False,2025-06-01,2025-07-30
D-003423,M-01125,Ramsey Town Council,Huntingdonshire District Council,St Ives South,Councillor,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2024-08-03,2025-01-21
D-003424,M-01126,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Cabinet Member,Planning,Membership of a political party,Membership of a political party declared in the register,False,2023-07-29,2023-09-14
D-003425,M-01126,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Cabinet Member,Employment,Securities,Securities declared in the register,False,2023-09-22,2024-04-14
D-003426,M-01126,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Cabinet Member,Environment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-04-05,2025-01-19
D-003427,M-01126,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Cabinet Member,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2024-10-15,2025-07-23
D-003428,M-01127,Cambridgeshire County Council,Cambridgeshire County Council,Brampton,Vice-Chair,Licensing,Membership of a political party,Membership of a political party declared in the register,False,2025-08-31,2025-10-22
D-003429,M-01128,St Ives Town Council,Huntingdonshire District Council,St Ives East,Vice-Chair,Licensing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-01-02,2025-05-19
D-003430,M-01128,St Ives Town Council,Huntingdonshire District Council,St Ives East,Vice-Chair,Employment,Directorship,Directorship declared in the register,False,2025-02-24,2025-10-22
D-003431,M-01128,St Ives Town Council,Huntingdonshire District Council,St Ives East,Vice-Chair,Corporate Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2025-04-04,2025-04-14
D-003432,M-01128,St Ives Town Council,Huntingdonshire District Council,St Ives East,Vice-Chair,Corporate Governance,Land and property in the area,Land and property in the area declared in the register,False,2023-07-21,2024-06-19
D-003433,M-01129,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon North,Councillor,Health and Wellbeing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-09-09,2024-03-25
D-003434,M-01129,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon North,Councillor,Licensing,Corporate tenancies,Corporate tenancies declared in the register,False,2025-02-22,2025-06-09
D-003435,M-01130,Ramsey Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Health and Wellbeing,Contracts with the authority,Contracts with the authority declared in the register,False,2024-07-21,2025-03-19
D-003436,M-01130,Ramsey Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Employment,Licences to occupy land,Licences to occupy land declared in the register,False,2023-08-31,2024-06-19
D-003437,M-01130,Ramsey Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Overview and Scrutiny,Sensitive interest (withheld under s.32),,True,2023-09-05,2024-01-15
D-003438,M-01130,Ramsey Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Health and Wellbeing,Corporate tenancies,Corporate tenancies declared in the register,False,2024-06-18,2024-09-08
D-003439,M-01130,Ramsey Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Licensing,"Employment, office, trade or profession",Employment declared in the register,False,2023-05-07,2023-06-15
D-003440,M-01131,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Chair,Employment,Contracts with the authority,Contracts with the authority declared in the register,False,2024-05-10,2024-11-22
D-003441,M-01131,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Chair,(none),Land and property in the area,Land and property in the area declared in the register,False,2023-08-24,2024-08-27
D-003442,M-01131,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Chair,Licensing,Contracts with the authority,Contracts with the authority declared in the register,False,2023-06-13,2023-12-19
D-003443,M-01131,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Chair,Overview and Scrutiny,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-12-04,2024-03-13
D-003444,M-01131,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Chair,Overview and Scrutiny,Securities,Securities declared in the register,False,2023-06-17,2023-07-03
D-003445,M-01132,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Planning,Securities,Securities declared in the register,False,2025-01-02,2025-03-15
D-003446,M-01132,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2025-07-26,2025-10-30
D-003447,M-01132,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Finance,Directorship,Directorship declared in the register,False,2025-06-17,2026-02-21
D-003448,M-01133,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Planning,"Employment, office, trade or profession",Employment declared in the register,False,2023-12-25,2024-01-22
D-003449,M-01133,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2023-08-01,2023-12-31
D-003450,M-01133,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Finance,Corporate tenancies,Corporate tenancies declared in the register,False,2023-12-11,2024-09-07
D-003451,M-01133,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2023-05-24,2024-03-30
D-003452,M-01134,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Councillor,Environment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-12-17,2024-08-21
D-003453,M-01134,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Councillor,Licensing,Licences to occupy land,Licences to occupy land declared in the register,False,2024-07-30,2024-12-13
D-003454,M-01134,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Councillor,Finance,"Employment, office, trade or profession",Employment declared in the register,False,2024-09-19,2025-04-11
D-003455,M-01135,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Health and Wellbeing,Trade union membership,Trade union membership declared in the register,False,2025-02-16,2025-06-21
D-003456,M-01135,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Planning,Directorship,Directorship declared in the register,False,2024-01-02,2024-06-16
D-003457,M-01135,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Audit and Governance,Directorship,Directorship declared in the register,False,2024-08-17,2024-10-22
D-003458,M-01135,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2025-06-04,2025-11-02
D-003459,M-01136,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Councillor,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2023-05-04,2024-06-04
D-003460,M-01136,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Councillor,Corporate Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2024-07-31,2025-06-23
D-003461,M-01137,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Audit and Governance,Securities,Securities declared in the register,False,2024-09-16,2025-04-15
D-003462,M-01137,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2025-04-29,2025-11-28
D-003463,M-01137,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Employment,Land and property in the area,Land and property in the area declared in the register,False,2025-03-07,2026-02-26
D-003464,M-01138,Huntingdonshire District Council,Huntingdonshire District Council,Warboys,Mayor,Overview and Scrutiny,Land and property in the area,Land and property in the area declared in the register,False,2023-06-07,2024-07-02
D-003465,M-01138,Huntingdonshire District Council,Huntingdonshire District Council,Warboys,Mayor,Overview and Scrutiny,Sponsorship,Sponsorship declared in the register,False,2023-08-15,2024-08-21
D-003466,M-01139,Huntingdon Town Council,Huntingdonshire District Council,Buckden,Councillor,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-06-24,2024-06-07
D-003467,M-01139,Huntingdon Town Council,Huntingdonshire District Council,Buckden,Councillor,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-09-30,2026-04-30
D-003468,M-01139,Huntingdon Town Council,Huntingdonshire District Council,Buckden,Councillor,Health and Wellbeing,"Employment, office, trade or profession",Employment declared in the register,False,2025-10-07,2026-09-07
D-003469,M-01140,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon East,Councillor,Health and Wellbeing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-10-13,2025-10-25
D-003470,M-01140,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon East,Councillor,Standards,Trade union membership,Trade union membership declared in the register,False,2024-12-07,2025-06-24
D-003471,M-01141,St Ives Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Standards,Membership of a political party,Membership of a political party declared in the register,False,2024-06-10,2024-09-15
D-003472,M-01142,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Overview and Scrutiny,Land and property in the area,Land and property in the area declared in the register,False,2024-03-25,2024-11-25
D-003473,M-01142,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Corporate Governance,Directorship,Directorship declared in the register,False,2025-02-03,2025-10-23
D-003474,M-01142,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Employment,Land and property in the area,Land and property in the area declared in the register,False,2024-06-30,2024-11-26
D-003475,M-01142,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Planning,Securities,Securities declared in the register,False,2025-07-06,2025-11-18
D-003476,M-01143,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Vice-Chair,Licensing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-06-28,2023-08-31
D-003477,M-01143,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Vice-Chair,Employment,Contracts with the authority,Contracts with the authority declared in the register,False,2025-06-04,2026-02-09
D-003478,M-01143,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Vice-Chair,Audit and Governance,Securities,Securities declared in the register,False,2024-07-11,2025-06-23
D-003479,M-01144,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Overview and Scrutiny,Sensitive interest (withheld under s.32),,True,2023-09-11,2024-09-07
D-003480,M-01144,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Standards,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-09-11,2025-08-24
D-003481,M-01144,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Health and Wellbeing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-08-05,2025-05-13
D-003482,M-01144,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Councillor,Standards,Sponsorship,Sponsorship declared in the register,False,2025-08-29,2026-05-22
D-003483,M-01145,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Cabinet Member,Audit and Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-07-05,2023-12-23
D-003484,M-01145,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Cabinet Member,Standards,Land and property in the area,Land and property in the area declared in the register,False,2025-06-08,2025-07-11
D-003485,M-01145,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Cabinet Member,Audit and Governance,Sensitive interest (withheld under s.32),,True,2023-09-26,2024-07-12
D-003486,M-01146,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon West,Cabinet Member,Audit and Governance,Sponsorship,Sponsorship declared in the register,False,2025-04-16,2025-04-26
D-003487,M-01146,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon West,Cabinet Member,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-06-23,2023-07-07
D-003488,M-01146,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon West,Cabinet Member,(none),Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-08-24,2024-07-13
D-003489,M-01146,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon West,Cabinet Member,Health and Wellbeing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-04-01,2024-06-20
D-003490,M-01147,Huntingdon Town Council,Huntingdonshire District Council,Ramsey,Councillor,Audit and Governance,Directorship,Directorship declared in the register,False,2024-04-25,2024-08-26
D-003491,M-01147,Huntingdon Town Council,Huntingdonshire District Council,Ramsey,Councillor,Planning,Sensitive interest (withheld under s.32),,True,2024-03-27,2024-10-23
D-003492,M-01147,Huntingdon Town Council,Huntingdonshire District Council,Ramsey,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2025-05-22,2026-01-21
D-003493,M-01147,Huntingdon Town Council,Huntingdonshire District Council,Ramsey,Councillor,Licensing,Licences to occupy land,Licences to occupy land declared in the register,False,2023-10-29,2024-06-27
D-003494,M-01147,Huntingdon Town Council,Huntingdonshire District Council,Ramsey,Councillor,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2025-05-04,2026-03-17
D-003495,M-01148,St Ives Town Council,Huntingdonshire District Council,Alconbury,Vice-Chair,Overview and Scrutiny,Securities,Securities declared in the register,False,2023-06-21,2024-06-24
D-003496,M-01148,St Ives Town Council,Huntingdonshire District Council,Alconbury,Vice-Chair,Corporate Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-08-23,2025-10-19
D-003497,M-01148,St Ives Town Council,Huntingdonshire District Council,Alconbury,Vice-Chair,(none),Securities,Securities declared in the register,False,2024-09-11,2024-10-16
D-003498,M-01149,South Cambridgeshire District Council,South Cambridgeshire District Council,Alconbury,Councillor,Planning,Membership of a political party,Membership of a political party declared in the register,False,2025-09-20,2026-05-04
D-003499,M-01149,South Cambridgeshire District Council,South Cambridgeshire District Council,Alconbury,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2023-06-15,2023-09-28
D-003500,M-01149,South Cambridgeshire District Council,South Cambridgeshire District Council,Alconbury,Councillor,Standards,Sponsorship,Sponsorship declared in the register,False,2023-10-22,2024-10-04
D-003501,M-01149,South Cambridgeshire District Council,South Cambridgeshire District Council,Alconbury,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2024-02-18,2024-06-26
D-003502,M-01150,Ramsey Town Council,Huntingdonshire District Council,Yaxley,Councillor,(none),Sponsorship,Sponsorship declared in the register,False,2025-08-05,2026-04-29
D-003503,M-01150,Ramsey Town Council,Huntingdonshire District Council,Yaxley,Councillor,Standards,Membership of a political party,Membership of a political party declared in the register,False,2025-05-18,2026-05-01
D-003504,M-01151,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Employment,Contracts with the authority,Contracts with the authority declared in the register,False,2025-06-24,2025-06-29
D-003505,M-01151,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Corporate Governance,Land and property in the area,Land and property in the area declared in the register,False,2024-01-21,2024-07-22
D-003506,M-01151,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2023-07-30,2024-04-04
D-003507,M-01151,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Health and Wellbeing,Securities,Securities declared in the register,False,2025-02-22,2025-11-01
D-003508,M-01151,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Overview and Scrutiny,Corporate tenancies,Corporate tenancies declared in the register,False,2024-01-28,2024-07-22
D-003509,M-01152,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Committee Member,Health and Wellbeing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-05-26,2023-07-22
D-003510,M-01152,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Committee Member,Planning,Sponsorship,Sponsorship declared in the register,False,2023-08-11,2024-07-07
D-003511,M-01152,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Committee Member,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2023-12-29,2024-04-09
D-003512,M-01152,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Committee Member,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2023-05-24,2024-01-19
D-003513,M-01153,Huntingdonshire District Council,Huntingdonshire District Council,Warboys,Councillor,Planning,Corporate tenancies,Corporate tenancies declared in the register,False,2023-08-03,2024-06-12
D-003514,M-01153,Huntingdonshire District Council,Huntingdonshire District Council,Warboys,Councillor,Audit and Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-11-21,2025-10-16
D-003515,M-01153,Huntingdonshire District Council,Huntingdonshire District Council,Warboys,Councillor,Corporate Governance,Directorship,Directorship declared in the register,False,2023-12-30,2024-03-24
D-003516,M-01154,Cambridgeshire County Council,Cambridgeshire County Council,St Ives East,Chair,Environment,Securities,Securities declared in the register,False,2024-07-12,2025-05-20
D-003517,M-01154,Cambridgeshire County Council,Cambridgeshire County Council,St Ives East,Chair,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2025-01-15,2025-01-24
D-003518,M-01155,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Audit and Governance,Trade union membership,Trade union membership declared in the register,False,2024-11-07,2025-03-31
D-003519,M-01155,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Planning,"Employment, office, trade or profession",Employment declared in the register,False,2025-05-24,2025-06-10
D-003520,M-01155,Ramsey Town Council,Huntingdonshire District Council,Somersham,Councillor,Finance,Trade union membership,Trade union membership declared in the register,False,2024-05-10,2024-11-11
D-003521,M-01156,Cambridgeshire County Council,Cambridgeshire County Council,Alconbury,Committee Member,Planning,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-08-19,2025-03-11
D-003522,M-01156,Cambridgeshire County Council,Cambridgeshire County Council,Alconbury,Committee Member,Corporate Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2024-10-26,2025-04-19
D-003523,M-01156,Cambridgeshire County Council,Cambridgeshire County Council,Alconbury,Committee Member,Standards,Licences to occupy land,Licences to occupy land declared in the register,False,2023-05-06,2023-09-12
D-003524,M-01157,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Committee Member,Standards,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-10-02,2024-04-23
D-003525,M-01157,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Committee Member,Planning,Sensitive interest (withheld under s.32),,True,2024-01-27,2024-07-05
D-003526,M-01157,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Committee Member,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2025-03-29,2025-07-14
D-003527,M-01157,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Committee Member,(none),Licences to occupy land,Licences to occupy land declared in the register,False,2024-10-06,2025-03-22
D-003528,M-01157,Ramsey Town Council,Huntingdonshire District Council,Ramsey,Committee Member,(none),Land and property in the area,Land and property in the area declared in the register,False,2023-10-25,2024-06-21
D-003529,M-01158,Huntingdon Town Council,Huntingdonshire District Council,Brampton,Councillor,Audit and Governance,Land and property in the area,Land and property in the area declared in the register,False,2025-06-20,2025-10-07
D-003530,M-01159,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Vice-Chair,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2025-01-29,2025-05-27
D-003531,M-01159,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Vice-Chair,Standards,Sponsorship,Sponsorship declared in the register,False,2025-10-02,2025-11-10
D-003532,M-01159,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Vice-Chair,Finance,Directorship,Directorship declared in the register,False,2024-01-10,2024-04-13
