region,alert_date,alert_level,in_alert_season,consecutive_days_at_level,issued_at
South West,2024-08-12,Green,True,8,2024-08-12T09:00:00
South West,2024-08-13,Green,True,9,2024-08-13T09:00:00
South West,2024-08-14,Red,True,1,2024-08-14T09:00:00
South West,2024-08-15,Green,True,1,2024-08-15T09:00:00
South West,2024-08-16,Green,True,2,2024-08-16T09:00:00
South West,2024-08-17,Green,True,3,2024-08-17T09:00:00
South West,2024-08-18,Yellow,True,1,2024-08-18T09:00:00
South West,2024-08-19,Green,True,1,2024-08-19T09:00:00
South West,2024-08-20,Amber,True,1,2024-08-20T09:00:00
South West,2024-08-21,Green,True,1,2024-08-21T09:00:00
South West,2024-08-22,Green,True,2,2024-08-22T09:00:00
South West,2024-08-23,Green,True,3,2024-08-23T09:00:00
South West,2024-08-24,Green,True,4,2024-08-24T09:00:00
South West,2024-08-25,Green,True,5,2024-08-25T09:00:00
South West,2024-08-26,Green,True,6,2024-08-26T09:00:00
South West,2024-08-27,Green,True,7,2024-08-27T09:00:00
South West,2024-08-28,Green,True,8,2024-08-28T09:00:00
South West,2024-08-29,Yellow,True,1,2024-08-29T09:00:00
South West,2024-08-30,Green,True,1,2024-08-30T09:00:00
South West,2024-08-31,Green,True,2,2024-08-31T09:00:00
South West,2024-09-01,Green,True,3,2024-09-01T09:00:00
South West,2024-09-02,Amber,True,1,2024-09-02T09:00:00
South West,2024-09-03,Green,True,1,2024-09-03T09:00:00
South West,2024-09-04,Yellow,True,1,2024-09-04T09:00:00
South West,2024-09-05,Yellow,True,2,2024-09-05T09:00:00
South West,2024-09-06,Green,True,1,2024-09-06T09:00:00
South West,2024-09-07,Green,True,2,2024-09-07T09:00:00
South West,2024-09-08,Yellow,True,1,2024-09-08T09:00:00
South West,2024-09-09,Green,True,1,2024-09-09T09:00:00
South West,2024-09-10,Green,True,2,2024-09-10T09:00:00
South West,2024-09-11,Green,True,3,2024-09-11T09:00:00
South West,2024-09-12,Green,True,4,2024-09-12T09:00:00
South West,2024-09-13,Green,True,5,2024-09-13T09:00:00
South West,2024-09-14,Green,True,6,2024-09-14T09:00:00
South West,2024-09-15,Green,True,7,2024-09-15T09:00:00
South West,2024-09-16,Green,True,8,2024-09-16T09:00:00
South West,2024-09-17,Green,True,9,2024-09-17T09:00:00
South West,2024-09-18,Green,True,10,2024-09-18T09:00:00
South West,2024-09-19,Green,True,11,2024-09-19T09:00:00
South West,2024-09-20,Green,True,12,2024-09-20T09:00:00
South West,2024-09-21,Green,True,13,2024-09-21T09:00:00
South West,2024-09-22,Green,True,14,2024-09-22T09:00:00
South West,2024-09-23,Green,True,15,2024-09-23T09:00:00
South West,2024-09-24,Green,True,16,2024-09-24T09:00:00
South West,2024-09-25,Green,True,17,2024-09-25T09:00:00
South West,2024-09-26,Green,True,18,2024-09-26T09:00:00
South West,2024-09-27,Yellow,True,1,2024-09-27T09:00:00
South West,2024-09-28,Green,True,1,2024-09-28T09:00:00
South West,2024-09-29,Green,True,2,2024-09-29T09:00:00
South West,2024-09-30,Green,True,3,2024-09-30T09:00:00
South West,2024-10-01,Green,False,4,2024-10-01T09:00:00
South West,2024-10-02,Green,False,5,2024-10-02T09:00:00
South West,2024-10-03,Green,False,6,2024-10-03T09:00:00
South West,2024-10-04,Green,False,7,2024-10-04T09:00:00
South West,2024-10-05,Green,False,8,2024-10-05T09:00:00
South West,2024-10-06,Green,False,9,2024-10-06T09:00:00
South West,2024-10-07,Green,False,10,2024-10-07T09:00:00
South West,2024-10-08,Green,False,11,2024-10-08T09:00:00
South West,2024-10-09,Green,False,12,2024-10-09T09:00:00
South West,2024-10-10,Green,False,13,2024-10-10T09:00:00
South West,2024-10-11,Green,False,14,2024-10-11T09:00:00
South West,2024-10-12,Green,False,15,2024-10-12T09:00:00
South West,2024-10-13,Green,False,16,2024-10-13T09:00:00
South West,2024-10-14,Green,False,17,2024-10-14T09:00:00
South West,2024-10-15,Green,False,18,2024-10-15T09:00:00
South West,2024-10-16,Green,False,19,2024-10-16T09:00:00
South West,2024-10-17,Green,False,20,2024-10-17T09:00:00
South West,2024-10-18,Green,False,21,2024-10-18T09:00:00
South West,2024-10-19,Green,False,22,2024-10-19T09:00:00
South West,2024-10-20,Green,False,23,2024-10-20T09:00:00
South West,2024-10-21,Green,False,24,2024-10-21T09:00:00
South West,2024-10-22,Green,False,25,2024-10-22T09:00:00
South West,2024-10-23,Green,False,26,2024-10-23T09:00:00
South West,2024-10-24,Green,False,27,2024-10-24T09:00:00
South West,2024-10-25,Green,False,28,2024-10-25T09:00:00
South West,2024-10-26,Green,False,29,2024-10-26T09:00:00
South West,2024-10-27,Green,False,30,2024-10-27T09:00:00
South West,2024-10-28,Green,False,31,2024-10-28T09:00:00
South West,2024-10-29,Green,False,32,2024-10-29T09:00:00
South West,2024-10-30,Green,False,33,2024-10-30T09:00:00
South West,2024-10-31,Green,False,34,2024-10-31T09:00:00
South West,2024-11-01,Green,False,35,2024-11-01T09:00:00
South West,2024-11-02,Green,False,36,2024-11-02T09:00:00
South West,2024-11-03,Green,False,37,2024-11-03T09:00:00
South West,2024-11-04,Green,False,38,2024-11-04T09:00:00
South West,2024-11-05,Green,False,39,2024-11-05T09:00:00
South West,2024-11-06,Green,False,40,2024-11-06T09:00:00
South West,2024-11-07,Green,False,41,2024-11-07T09:00:00
South West,2024-11-08,Green,False,42,2024-11-08T09:00:00
South West,2024-11-09,Green,False,43,2024-11-09T09:00:00
South West,2024-11-10,Green,False,44,2024-11-10T09:00:00
South West,2024-11-11,Green,False,45,2024-11-11T09:00:00
South West,2024-11-12,Green,False,46,2024-11-12T09:00:00
South West,2024-11-13,Green,False,47,2024-11-13T09:00:00
South West,2024-11-14,Green,False,48,2024-11-14T09:00:00
South West,2024-11-15,Green,False,49,2024-11-15T09:00:00
South West,2024-11-16,Green,False,50,2024-11-16T09:00:00
South West,2024-11-17,Green,False,51,2024-11-17T09:00:00
South West,2024-11-18,Green,False,52,2024-11-18T09:00:00
South West,2024-11-19,Green,False,53,2024-11-19T09:00:00
South West,2024-11-20,Green,False,54,2024-11-20T09:00:00
South West,2024-11-21,Green,False,55,2024-11-21T09:00:00
South West,2024-11-22,Green,False,56,2024-11-22T09:00:00
South West,2024-11-23,Green,False,57,2024-11-23T09:00:00
South West,2024-11-24,Green,False,58,2024-11-24T09:00:00
South West,2024-11-25,Green,False,59,2024-11-25T09:00:00
South West,2024-11-26,Green,False,60,2024-11-26T09:00:00
South West,2024-11-27,Green,False,61,2024-11-27T09:00:00
South West,2024-11-28,Green,False,62,2024-11-28T09:00:00
South West,2024-11-29,Green,False,63,2024-11-29T09:00:00
South West,2024-11-30,Green,False,64,2024-11-30T09:00:00
South West,2024-12-01,Green,False,65,2024-12-01T09:00:00
South West,2024-12-02,Green,False,66,2024-12-02T09:00:00
South West,2024-12-03,Green,False,67,2024-12-03T09:00:00
South West,2024-12-04,Green,False,68,2024-12-04T09:00:00
South West,2024-12-05,Green,False,69,2024-12-05T09:00:00
South West,2024-12-06,Green,False,70,2024-12-06T09:00:00
South West,2024-12-07,Green,False,71,2024-12-07T09:00:00
South West,2024-12-08,Green,False,72,2024-12-08T09:00:00
South West,2024-12-09,Green,False,73,2024-12-09T09:00:00
South West,2024-12-10,Green,False,74,2024-12-10T09:00:00
South West,2024-12-11,Green,False,75,2024-12-11T09:00:00
South West,2024-12-12,Green,False,76,2024-12-12T09:00:00
South West,2024-12-13,Green,False,77,2024-12-13T09:00:00
South West,2024-12-14,Green,False,78,2024-12-14T09:00:00
South West,2024-12-15,Green,False,79,2024-12-15T09:00:00
South West,2024-12-16,Green,False,80,2024-12-16T09:00:00
South West,2024-12-17,Green,False,81,2024-12-17T09:00:00
South West,2024-12-18,Green,False,82,2024-12-18T09:00:00
South West,2024-12-19,Green,False,83,2024-12-19T09:00:00
South West,2024-12-20,Green,False,84,2024-12-20T09:00:00
South West,2024-12-21,Green,False,85,2024-12-21T09:00:00
South West,2024-12-22,Green,False,86,2024-12-22T09:00:00
South West,2024-12-23,Green,False,87,2024-12-23T09:00:00
South West,2024-12-24,Green,False,88,2024-12-24T09:00:00
South West,2024-12-25,Green,False,89,2024-12-25T09:00:00
South West,2024-12-26,Green,False,90,2024-12-26T09:00:00
South West,2024-12-27,Green,False,91,2024-12-27T09:00:00
South West,2024-12-28,Green,False,92,2024-12-28T09:00:00
South West,2024-12-29,Green,False,93,2024-12-29T09:00:00
South West,2024-12-30,Green,False,94,2024-12-30T09:00:00
South West,2024-12-31,Green,False,95,2024-12-31T09:00:00
South West,2025-01-01,Green,False,96,2025-01-01T09:00:00
South West,2025-01-02,Green,False,97,2025-01-02T09:00:00
South West,2025-01-03,Green,False,98,2025-01-03T09:00:00
South West,2025-01-04,Green,False,99,2025-01-04T09:00:00
South West,2025-01-05,Green,False,100,2025-01-05T09:00:00
South West,2025-01-06,Green,False,101,2025-01-06T09:00:00
South West,2025-01-07,Green,False,102,2025-01-07T09:00:00
South West,2025-01-08,Green,False,103,2025-01-08T09:00:00
South West,2025-01-09,Green,False,104,2025-01-09T09:00:00
South West,2025-01-10,Green,False,105,2025-01-10T09:00:00
South West,2025-01-11,Green,False,106,2025-01-11T09:00:00
South West,2025-01-12,Green,False,107,2025-01-12T09:00:00
South West,2025-01-13,Green,False,108,2025-01-13T09:00:00
South West,2025-01-14,Green,False,109,2025-01-14T09:00:00
South West,2025-01-15,Green,False,110,2025-01-15T09:00:00
South West,2025-01-16,Green,False,111,2025-01-16T09:00:00
South West,2025-01-17,Green,False,112,2025-01-17T09:00:00
South West,2025-01-18,Green,False,113,2025-01-18T09:00:00
South West,2025-01-19,Green,False,114,2025-01-19T09:00:00
South West,2025-01-20,Green,False,115,2025-01-20T09:00:00
South West,2025-01-21,Green,False,116,2025-01-21T09:00:00
South West,2025-01-22,Green,False,117,2025-01-22T09:00:00
South West,2025-01-23,Green,False,118,2025-01-23T09:00:00
South West,2025-01-24,Green,False,119,2025-01-24T09:00:00
South West,2025-01-25,Green,False,120,2025-01-25T09:00:00
South West,2025-01-26,Green,False,121,2025-01-26T09:00:00
South West,2025-01-27,Green,False,122,2025-01-27T09:00:00
South West,2025-01-28,Green,False,123,2025-01-28T09:00:00
South West,2025-01-29,Green,False,124,2025-01-29T09:00:00
South West,2025-01-30,Green,False,125,2025-01-30T09:00:00
South West,2025-01-31,Green,False,126,2025-01-31T09:00:00
South West,2025-02-01,Green,False,127,2025-02-01T09:00:00
South West,2025-02-02,Green,False,128,2025-02-02T09:00:00
South West,2025-02-03,Green,False,129,2025-02-03T09:00:00
South West,2025-02-04,Green,False,130,2025-02-04T09:00:00
South West,2025-02-05,Green,False,131,2025-02-05T09:00:00
South West,2025-02-06,Green,False,132,2025-02-06T09:00:00
South West,2025-02-07,Green,False,133,2025-02-07T09:00:00
South West,2025-02-08,Green,False,134,2025-02-08T09:00:00
South West,2025-02-09,Green,False,135,2025-02-09T09:00:00
South West,2025-02-10,Green,False,136,2025-02-10T09:00:00
South West,2025-02-11,Green,False,137,2025-02-11T09:00:00
South West,2025-02-12,Green,False,138,2025-02-12T09:00:00
South West,2025-02-13,Green,False,139,2025-02-13T09:00:00
South West,2025-02-14,Green,False,140,2025-02-14T09:00:00
South West,2025-02-15,Green,False,141,2025-02-15T09:00:00
South West,2025-02-16,Green,False,142,2025-02-16T09:00:00
South West,2025-02-17,Green,False,143,2025-02-17T09:00:00
South West,2025-02-18,Green,False,144,2025-02-18T09:00:00
South West,2025-02-19,Green,False,145,2025-02-19T09:00:00
South West,2025-02-20,Green,False,146,2025-02-20T09:00:00
South West,2025-02-21,Green,False,147,2025-02-21T09:00:00
South West,2025-02-22,Green,False,148,2025-02-22T09:00:00
South West,2025-02-23,Green,False,149,2025-02-23T09:00:00
South West,2025-02-24,Green,False,150,2025-02-24T09:00:00
South West,2025-02-25,Green,False,151,2025-02-25T09:00:00
South West,2025-02-26,Green,False,152,2025-02-26T09:00:00
South West,2025-02-27,Green,False,153,2025-02-27T09:00:00
South West,2025-02-28,Green,False,154,2025-02-28T09:00:00
South West,2025-03-01,Green,False,155,2025-03-01T09:00:00
South West,2025-03-02,Green,False,156,2025-03-02T09:00:00
South West,2025-03-03,Green,False,157,2025-03-03T09:00:00
South West,2025-03-04,Green,False,158,2025-03-04T09:00:00
South West,2025-03-05,Green,False,159,2025-03-05T09:00:00
South West,2025-03-06,Green,False,160,2025-03-06T09:00:00
South West,2025-03-07,Green,False,161,2025-03-07T09:00:00
South West,2025-03-08,Green,False,162,2025-03-08T09:00:00
South West,2025-03-09,Green,False,163,2025-03-09T09:00:00
South West,2025-03-10,Green,False,164,2025-03-10T09:00:00
South West,2025-03-11,Green,False,165,2025-03-11T09:00:00
South West,2025-03-12,Green,False,166,2025-03-12T09:00:00
South West,2025-03-13,Green,False,167,2025-03-13T09:00:00
South West,2025-03-14,Green,False,168,2025-03-14T09:00:00
South West,2025-03-15,Green,False,169,2025-03-15T09:00:00
South West,2025-03-16,Green,False,170,2025-03-16T09:00:00
South West,2025-03-17,Green,False,171,2025-03-17T09:00:00
South West,2025-03-18,Green,False,172,2025-03-18T09:00:00
South West,2025-03-19,Green,False,173,2025-03-19T09:00:00
South West,2025-03-20,Green,False,174,2025-03-20T09:00:00
South West,2025-03-21,Green,False,175,2025-03-21T09:00:00
South West,2025-03-22,Green,False,176,2025-03-22T09:00:00
South West,2025-03-23,Green,False,177,2025-03-23T09:00:00
South West,2025-03-24,Green,False,178,2025-03-24T09:00:00
South West,2025-03-25,Green,False,179,2025-03-25T09:00:00
South West,2025-03-26,Green,False,180,2025-03-26T09:00:00
South West,2025-03-27,Green,False,181,2025-03-27T09:00:00
South West,2025-03-28,Green,False,182,2025-03-28T09:00:00
South West,2025-03-29,Green,False,183,2025-03-29T09:00:00
South West,2025-03-30,Green,False,184,2025-03-30T09:00:00
South West,2025-03-31,Green,False,185,2025-03-31T09:00:00
South West,2025-04-01,Green,False,186,2025-04-01T09:00:00
South West,2025-04-02,Green,False,187,2025-04-02T09:00:00
South West,2025-04-03,Green,False,188,2025-04-03T09:00:00
South West,2025-04-04,Green,False,189,2025-04-04T09:00:00
South West,2025-04-05,Green,False,190,2025-04-05T09:00:00
South West,2025-04-06,Green,False,191,2025-04-06T09:00:00
South West,2025-04-07,Green,False,192,2025-04-07T09:00:00
South West,2025-04-08,Green,False,193,2025-04-08T09:00:00
South West,2025-04-09,Green,False,194,2025-04-09T09:00:00
South West,2025-04-10,Green,False,195,2025-04-10T09:00:00
South West,2025-04-11,Green,False,196,2025-04-11T09:00:00
South West,2025-04-12,Green,False,197,2025-04-12T09:00:00
South West,2025-04-13,Green,False,198,2025-04-13T09:00:00
South West,2025-04-14,Green,False,199,2025-04-14T09:00:00
South West,2025-04-15,Green,False,200,2025-04-15T09:00:00
South West,2025-04-16,Green,False,201,2025-04-16T09:00:00
South West,2025-04-17,Green,False,202,2025-04-17T09:00:00
South West,2025-04-18,Green,False,203,2025-04-18T09:00:00
South West,2025-04-19,Green,False,204,2025-04-19T09:00:00
South West,2025-04-20,Green,False,205,2025-04-20T09:00:00
South West,2025-04-21,Green,False,206,2025-04-21T09:00:00
South West,2025-04-22,Green,False,207,2025-04-22T09:00:00
South West,2025-04-23,Green,False,208,2025-04-23T09:00:00
South West,2025-04-24,Green,False,209,2025-04-24T09:00:00
South West,2025-04-25,Green,False,210,2025-04-25T09:00:00
South West,2025-04-26,Green,False,211,2025-04-26T09:00:00
South West,2025-04-27,Green,False,212,2025-04-27T09:00:00
South West,2025-04-28,Green,False,213,2025-04-28T09:00:00
South West,2025-04-29,Green,False,214,2025-04-29T09:00:00
South West,2025-04-30,Green,False,215,2025-04-30T09:00:00
South West,2025-05-01,Green,False,216,2025-05-01T09:00:00
South West,2025-05-02,Green,False,217,2025-05-02T09:00:00
South West,2025-05-03,Green,False,218,2025-05-03T09:00:00
South West,2025-05-04,Green,False,219,2025-05-04T09:00:00
South West,2025-05-05,Green,False,220,2025-05-05T09:00:00
South West,2025-05-06,Green,False,221,2025-05-06T09:00:00
South West,2025-05-07,Green,False,222,2025-05-07T09:00:00
South West,2025-05-08,Green,False,223,2025-05-08T09:00:00
South West,2025-05-09,Green,False,224,2025-05-09T09:00:00
South West,2025-05-10,Green,False,225,2025-05-10T09:00:00
South West,2025-05-11,Green,False,226,2025-05-11T09:00:00
South West,2025-05-12,Green,False,227,2025-05-12T09:00:00
South West,2025-05-13,Green,False,228,2025-05-13T09:00:00
South West,2025-05-14,Green,False,229,2025-05-14T09:00:00
South West,2025-05-15,Green,False,230,2025-05-15T09:00:00
South West,2025-05-16,Green,False,231,2025-05-16T09:00:00
South West,2025-05-17,Green,False,232,2025-05-17T09:00:00
South West,2025-05-18,Green,False,233,2025-05-18T09:00:00
South West,2025-05-19,Green,False,234,2025-05-19T09:00:00
South West,2025-05-20,Green,False,235,2025-05-20T09:00:00
South West,2025-05-21,Green,False,236,2025-05-21T09:00:00
South West,2025-05-22,Green,False,237,2025-05-22T09:00:00
South West,2025-05-23,Green,False,238,2025-05-23T09:00:00
South West,2025-05-24,Green,False,239,2025-05-24T09:00:00
South West,2025-05-25,Green,False,240,2025-05-25T09:00:00
South West,2025-05-26,Green,False,241,2025-05-26T09:00:00
South West,2025-05-27,Green,False,242,2025-05-27T09:00:00
South West,2025-05-28,Green,False,243,2025-05-28T09:00:00
South West,2025-05-29,Green,False,244,2025-05-29T09:00:00
South West,2025-05-30,Green,False,245,2025-05-30T09:00:00
South West,2025-05-31,Green,False,246,2025-05-31T09:00:00
South West,2025-06-01,Green,True,247,2025-06-01T09:00:00
South West,2025-06-02,Amber,True,1,2025-06-02T09:00:00
South West,2025-06-03,Yellow,True,1,2025-06-03T09:00:00
South West,2025-06-04,Yellow,True,2,2025-06-04T09:00:00
South West,2025-06-05,Amber,True,1,2025-06-05T09:00:00
South West,2025-06-06,Green,True,1,2025-06-06T09:00:00
South West,2025-06-07,Green,True,2,2025-06-07T09:00:00
South West,2025-06-08,Green,True,3,2025-06-08T09:00:00
South West,2025-06-09,Green,True,4,2025-06-09T09:00:00
South West,2025-06-10,Green,True,5,2025-06-10T09:00:00
South West,2025-06-11,Green,True,6,2025-06-11T09:00:00
South West,2025-06-12,Green,True,7,2025-06-12T09:00:00
South West,2025-06-13,Green,True,8,2025-06-13T09:00:00
South West,2025-06-14,Green,True,9,2025-06-14T09:00:00
South West,2025-06-15,Green,True,10,2025-06-15T09:00:00
South West,2025-06-16,Green,True,11,2025-06-16T09:00:00
South West,2025-06-17,Green,True,12,2025-06-17T09:00:00
South West,2025-06-18,Green,True,13,2025-06-18T09:00:00
South West,2025-06-19,Yellow,True,1,2025-06-19T09:00:00
South West,2025-06-20,Green,True,1,2025-06-20T09:00:00
South West,2025-06-21,Green,True,2,2025-06-21T09:00:00
South West,2025-06-22,Green,True,3,2025-06-22T09:00:00
South West,2025-06-23,Green,True,4,2025-06-23T09:00:00
South West,2025-06-24,Green,True,5,2025-06-24T09:00:00
South West,2025-06-25,Green,True,6,2025-06-25T09:00:00
South West,2025-06-26,Green,True,7,2025-06-26T09:00:00
South West,2025-06-27,Green,True,8,2025-06-27T09:00:00
South West,2025-06-28,Green,True,9,2025-06-28T09:00:00
South West,2025-06-29,Green,True,10,2025-06-29T09:00:00
South West,2025-06-30,Green,True,11,2025-06-30T09:00:00
South West,2025-07-01,Green,True,12,2025-07-01T09:00:00
South West,2025-07-02,Green,True,13,2025-07-02T09:00:00
South West,2025-07-03,Green,True,14,2025-07-03T09:00:00
South West,2025-07-04,Green,True,15,2025-07-04T09:00:00
South West,2025-07-05,Green,True,16,2025-07-05T09:00:00
South West,2025-07-06,Green,True,17,2025-07-06T09:00:00
South West,2025-07-07,Amber,True,1,2025-07-07T09:00:00
South West,2025-07-08,Green,True,1,2025-07-08T09:00:00
South West,2025-07-09,Green,True,2,2025-07-09T09:00:00
South West,2025-07-10,Green,True,3,2025-07-10T09:00:00
South West,2025-07-11,Yellow,True,1,2025-07-11T09:00:00
South West,2025-07-12,Yellow,True,2,2025-07-12T09:00:00
South West,2025-07-13,Green,True,1,2025-07-13T09:00:00
South West,2025-07-14,Green,True,2,2025-07-14T09:00:00
South West,2025-07-15,Yellow,True,1,2025-07-15T09:00:00
South West,2025-07-16,Green,True,1,2025-07-16T09:00:00
South West,2025-07-17,Green,True,2,2025-07-17T09:00:00
South West,2025-07-18,Yellow,True,1,2025-07-18T09:00:00
South West,2025-07-19,Amber,True,1,2025-07-19T09:00:00
South West,2025-07-20,Yellow,True,1,2025-07-20T09:00:00
South West,2025-07-21,Green,True,1,2025-07-21T09:00:00
South West,2025-07-22,Green,True,2,2025-07-22T09:00:00
South West,2025-07-23,Green,True,3,2025-07-23T09:00:00
South West,2025-07-24,Yellow,True,1,2025-07-24T09:00:00
South West,2025-07-25,Yellow,True,2,2025-07-25T09:00:00
South West,2025-07-26,Green,True,1,2025-07-26T09:00:00
South West,2025-07-27,Amber,True,1,2025-07-27T09:00:00
South West,2025-07-28,Green,True,1,2025-07-28T09:00:00
South West,2025-07-29,Green,True,2,2025-07-29T09:00:00
South West,2025-07-30,Green,True,3,2025-07-30T09:00:00
South West,2025-07-31,Green,True,4,2025-07-31T09:00:00
South West,2025-08-01,Green,True,5,2025-08-01T09:00:00
South West,2025-08-02,Amber,True,1,2025-08-02T09:00:00
South West,2025-08-03,Green,True,1,2025-08-03T09:00:00
South West,2025-08-04,Green,True,2,2025-08-04T09:00:00
South West,2025-08-05,Green,True,3,2025-08-05T09:00:00
South West,2025-08-06,Green,True,4,2025-08-06T09:00:00
South West,2025-08-07,Green,True,5,2025-08-07T09:00:00
South West,2025-08-08,Green,True,6,2025-08-08T09:00:00
South West,2025-08-09,Yellow,True,1,2025-08-09T09:00:00
South West,2025-08-10,Green,True,1,2025-08-10T09:00:00
South West,2025-08-11,Yellow,True,1,2025-08-11T09:00:00
South West,2025-08-12,Green,True,1,2025-08-12T09:00:00
South West,2025-08-13,Yellow,True,1,2025-08-13T09:00:00
South West,2025-08-14,Yellow,True,2,2025-08-14T09:00:00
South West,2025-08-15,Green,True,1,2025-08-15T09:00:00
South West,2025-08-16,Green,True,2,2025-08-16T09:00:00
South West,2025-08-17,Green,True,3,2025-08-17T09:00:00
South West,2025-08-18,Green,True,4,2025-08-18T09:00:00
South West,2025-08-19,Amber,True,1,2025-08-19T09:00:00
South West,2025-08-20,Green,True,1,2025-08-20T09:00:00
South West,2025-08-21,Green,True,2,2025-08-21T09:00:00
South West,2025-08-22,Green,True,3,2025-08-22T09:00:00
South West,2025-08-23,Green,True,4,2025-08-23T09:00:00
South West,2025-08-24,Green,True,5,2025-08-24T09:00:00
South West,2025-08-25,Green,True,6,2025-08-25T09:00:00
South West,2025-08-26,Green,True,7,2025-08-26T09:00:00
South West,2025-08-27,Yellow,True,1,2025-08-27T09:00:00
South West,2025-08-28,Yellow,True,2,2025-08-28T09:00:00
South West,2025-08-29,Green,True,1,2025-08-29T09:00:00
South West,2025-08-30,Yellow,True,1,2025-08-30T09:00:00
South West,2025-08-31,Green,True,1,2025-08-31T09:00:00
South West,2025-09-01,Yellow,True,1,2025-09-01T09:00:00
South West,2025-09-02,Green,True,1,2025-09-02T09:00:00
South West,2025-09-03,Green,True,2,2025-09-03T09:00:00
South West,2025-09-04,Green,True,3,2025-09-04T09:00:00
South West,2025-09-05,Green,True,4,2025-09-05T09:00:00
South West,2025-09-06,Green,True,5,2025-09-06T09:00:00
South West,2025-09-07,Green,True,6,2025-09-07T09:00:00
South West,2025-09-08,Green,True,7,2025-09-08T09:00:00
South West,2025-09-09,Green,True,8,2025-09-09T09:00:00
South West,2025-09-10,Green,True,9,2025-09-10T09:00:00
South West,2025-09-11,Green,True,10,2025-09-11T09:00:00
South West,2025-09-12,Green,True,11,2025-09-12T09:00:00
South West,2025-09-13,Green,True,12,2025-09-13T09:00:00
South West,2025-09-14,Green,True,13,2025-09-14T09:00:00
South West,2025-09-15,Green,True,14,2025-09-15T09:00:00
South West,2025-09-16,Green,True,15,2025-09-16T09:00:00
South West,2025-09-17,Green,True,16,2025-09-17T09:00:00
South West,2025-09-18,Green,True,17,2025-09-18T09:00:00
South West,2025-09-19,Green,True,18,2025-09-19T09:00:00
South West,2025-09-20,Yellow,True,1,2025-09-20T09:00:00
South West,2025-09-21,Green,True,1,2025-09-21T09:00:00
South West,2025-09-22,Green,True,2,2025-09-22T09:00:00
South West,2025-09-23,Yellow,True,1,2025-09-23T09:00:00
South West,2025-09-24,Green,True,1,2025-09-24T09:00:00
South West,2025-09-25,Green,True,2,2025-09-25T09:00:00
South West,2025-09-26,Green,True,3,2025-09-26T09:00:00
South West,2025-09-27,Green,True,4,2025-09-27T09:00:00
South West,2025-09-28,Green,True,5,2025-09-28T09:00:00
South West,2025-09-29,Green,True,6,2025-09-29T09:00:00
South West,2025-09-30,Green,True,7,2025-09-30T09:00:00
South West,2025-10-01,Green,False,8,2025-10-01T09:00:00
South West,2025-10-02,Green,False,9,2025-10-02T09:00:00
South West,2025-10-03,Green,False,10,2025-10-03T09:00:00
South West,2025-10-04,Green,False,11,2025-10-04T09:00:00
South West,2025-10-05,Green,False,12,2025-10-05T09:00:00
South West,2025-10-06,Green,False,13,2025-10-06T09:00:00
South West,2025-10-07,Green,False,14,2025-10-07T09:00:00
South West,2025-10-08,Green,False,15,2025-10-08T09:00:00
South West,2025-10-09,Green,False,16,2025-10-09T09:00:00
South West,2025-10-10,Green,False,17,2025-10-10T09:00:00
South West,2025-10-11,Green,False,18,2025-10-11T09:00:00
South West,2025-10-12,Green,False,19,2025-10-12T09:00:00
South West,2025-10-13,Green,False,20,2025-10-13T09:00:00
South West,2025-10-14,Green,False,21,2025-10-14T09:00:00
South West,2025-10-15,Green,False,22,2025-10-15T09:00:00
South West,2025-10-16,Green,False,23,2025-10-16T09:00:00
South West,2025-10-17,Green,False,24,2025-10-17T09:00:00
South West,2025-10-18,Green,False,25,2025-10-18T09:00:00
South West,2025-10-19,Green,False,26,2025-10-19T09:00:00
South West,2025-10-20,Green,False,27,2025-10-20T09:00:00
South West,2025-10-21,Green,False,28,2025-10-21T09:00:00
South West,2025-10-22,Green,False,29,2025-10-22T09:00:00
South West,2025-10-23,Green,False,30,2025-10-23T09:00:00
South West,2025-10-24,Green,False,31,2025-10-24T09:00:00
South West,2025-10-25,Green,False,32,2025-10-25T09:00:00
South West,2025-10-26,Green,False,33,2025-10-26T09:00:00
South West,2025-10-27,Green,False,34,2025-10-27T09:00:00
South West,2025-10-28,Green,False,35,2025-10-28T09:00:00
South West,2025-10-29,Green,False,36,2025-10-29T09:00:00
South West,2025-10-30,Green,False,37,2025-10-30T09:00:00
South West,2025-10-31,Green,False,38,2025-10-31T09:00:00
South West,2025-11-01,Green,False,39,2025-11-01T09:00:00
South West,2025-11-02,Green,False,40,2025-11-02T09:00:00
South West,2025-11-03,Green,False,41,2025-11-03T09:00:00
South West,2025-11-04,Green,False,42,2025-11-04T09:00:00
South West,2025-11-05,Green,False,43,2025-11-05T09:00:00
South West,2025-11-06,Green,False,44,2025-11-06T09:00:00
South West,2025-11-07,Green,False,45,2025-11-07T09:00:00
South West,2025-11-08,Green,False,46,2025-11-08T09:00:00
South West,2025-11-09,Green,False,47,2025-11-09T09:00:00
South West,2025-11-10,Green,False,48,2025-11-10T09:00:00
South West,2025-11-11,Green,False,49,2025-11-11T09:00:00
South West,2025-11-12,Green,False,50,2025-11-12T09:00:00
South West,2025-11-13,Green,False,51,2025-11-13T09:00:00
South West,2025-11-14,Green,False,52,2025-11-14T09:00:00
South West,2025-11-15,Green,False,53,2025-11-15T09:00:00
South West,2025-11-16,Green,False,54,2025-11-16T09:00:00
South West,2025-11-17,Green,False,55,2025-11-17T09:00:00
